Manufacturer Name,Part number,Part Description,Distributor,SKU,Stock Quantity,MOQ- Minimum Order Quantity,Packaging,Currency,Price 1,Price 10,Price 25,Price 50,Price 100,Price 200,Price 250,Price 500,Price 1000,Price 2000,Price 3000,Price 4000,Price 5000,Price 10000,Price 50000,Price 100000
RFMD,SGA-4386-ND,,Digi-Key,SGA-4386-ND,0,3000,,USD,,,,,,,,,,,0.99590,,,,,
RFMD,SGA-4263-ND,,Digi-Key,SGA-4263-ND,0,3000,,USD,,,,,,,,,,,0.71000,,,,,
RFMD,SGA-4463-ND,,Digi-Key,SGA-4463-ND,0,3000,,USD,,,,,,,,,,,0.71000,,,,,
RFMD,SGA-4363-ND,,Digi-Key,SGA-4363-ND,0,3000,,USD,,,,,,,,,,,0.71000,,,,,
RFMD,SGA-4363,,EDX,SGA-4363,3094,,,,,,,,,,,,,,,,,,,
RFMD,SGA-5286-ND,,Digi-Key,SGA-5286-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGA-5286,,NetSource Technology,SGA-5286,100,,,,,,,,,,,,,,,,,,,
RFMD,SGA-5389-ND,,Digi-Key,SGA-5389-ND,0,3000,,USD,,,,,,,,,,,0.97000,,,,,
RFMD,SGA-4586-ND,,Digi-Key,SGA-4586-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGA-5289-ND,,Digi-Key,SGA-5289-ND,0,3000,,USD,,,,,,,,,,,0.97000,,,,,
RFMD,SGA-5289,,Quest,SGA-5289,5680,,,,,,,,,,,,,,,,,,,
RFMD,SGA-5486-ND,,Digi-Key,SGA-5486-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGA-5486,,Freelance Electronics,SGA-5486,20,,,USD,0.75000,,,,,,,,,,,,,,,
RFMD,SGA-5486,,Component Electronics,SGA-5486,748,,,,,,,,,,,,,,,,,,,
RFMD,SGA-5386-ND,,Digi-Key,SGA-5386-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGA-4486-ND,,Digi-Key,SGA-4486-ND,0,3000,,USD,,,,,,,,,,,0.81000,,,,,
RFMD,SGA-5489-ND,,Digi-Key,SGA-5489-ND,0,3000,,USD,,,,,,,,,,,0.97000,,,,,
RFMD,WI-412-18652,,PriceLynx,WI-412-18652,117,,,,,,,,,,,,,,,,,,,
RFMD,SGA-6389-ND,,Digi-Key,SGA-6389-ND,0,3000,,USD,,,,,,,,,,,0.97000,,,,,
RFMD,SGA-6286-ND,,Digi-Key,SGA-6286-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGA-6286,,Quest,SGA-6286,80,,,USD,3.24000,,,,,,,,,,,,,,,
RFMD,SGA-6286,,Harry Krantz,SGA-6286,100,,,,,,,,,,,,,,,,,,,
RFMD,SGA-6486-ND,,Digi-Key,SGA-6486-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGA-6386-ND,,Digi-Key,SGA-6386-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGA-6289-ND,,Digi-Key,SGA-6289-ND,0,3000,,USD,,,,,,,,,,,1.15861,,,,,
RFMD,SGA-5586-ND,,Digi-Key,SGA-5586-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGL-0163-ND,,Digi-Key,SGL-0163-ND,0,3000,,USD,,,,,,,,,,,0.59000,,,,,
RFMD,SGL0163,,SIE,SGL0163,43,,,,,,,,,,,,,,,,,,,
RFMD,SGL-0163,,Component Electronics,SGL-0163,50,,,,,,,,,,,,,,,,,,,
RFMD,SGA-9289-ND,,Digi-Key,SGA-9289-ND,0,3000,,USD,,,,,,,,,,,1.48000,,,,,
RFMD,SGA-6586-ND,,Digi-Key,SGA-6586-ND,0,3000,,USD,,,,,,,,,,,1.15000,,,,,
RFMD,SGA-6489-ND,,Digi-Key,SGA-6489-ND,0,3000,,USD,,,,,,,,,,,0.97000,,,,,
RFMD,SGA-6489,,Quest,SGA-6489,65,,,USD,3.24000,,,,,,,,,,,,,,,
RFMD,SGA-8343-ND,,Digi-Key,SGA-8343-ND,0,3000,,USD,,,,,,,,,,,0.32000,,,,,
RFMD,SGA-8343,,Component Electronics,SGA-8343,80,,,,,,,,,,,,,,,,,,,
RFMD,599-1060-6-ND,,Digi-Key,599-1060-6-ND,0,1,Custom Reel,USD,6.20000,,4.72000,,4.10000,,,3.56998,,,,,,,,
RFMD,599-1060-2-ND,,Digi-Key,599-1060-2-ND,0,1000,Tape & Reel,USD,,,,,,,,,3.10000,,,,2.98000,2.92800,,
RFMD,599-1060-1-ND,,Digi-Key,599-1060-1-ND,0,1,Cut Tape,USD,6.20000,,4.72000,,4.10000,,,3.56998,,,,,,,,
RFMD,SHF-0189,,LittleDiode,SHF-0189,3,,,,,,,,,,,,,,,,,,,
RFMD,SHF-0189,,4 Star Electronics,SHF-0189,2,,,,,,,,,,,,,,,,,,,
RFMD,SHF-0189,,Cyclops Electronics,SHF-0189,275,,,,,,,,,,,,,,,,,,,
RFMD,599-1061-2-ND,,Digi-Key,599-1061-2-ND,0,1000,Tape & Reel,USD,,,,,,,,,4.51999,,,,4.34000,4.27200,,
RFMD,599-1061-6-ND,,Digi-Key,599-1061-6-ND,0,1,Custom Reel,USD,8.60000,,6.88000,,5.98000,,,5.19998,,,,,,,,
RFMD,599-1061-1-ND,,Digi-Key,599-1061-1-ND,0,1,Cut Tape,USD,8.60000,,6.88000,,5.98000,,,5.19998,,,,,,,,
RFMD,SNA-486,,Harry Krantz,SNA-486,3,,,,,,,,,,,,,,,,,,,
RFMD,SNA586,,Component Electronics,SNA586,69,,,,,,,,,,,,,,,,,,,
RFMD,PN0086983350,,Select Technology,PN0086983350,19000,,,,,,,,,,,,,,,,,,,
RFMD,SNA-586,,Cyclops Electronics,SNA-586,1000,,,,,,,,,,,,,,,,,,,
RFMD,SNA-286,,4 Star Electronics,SNA-286,65,,,,,,,,,,,,,,,,,,,
RFMD,2066363,,element14 APAC,2066363,0,1,Bulk,SGD,53.06000,46.37000,,,38.47000,,,,,,,,,,,
RFMD,2066363,,Farnell,2066363,0,1,,GBP,22.30000,19.49000,,,16.17000,,,,,,,,,,,
RFMD,2066365,,Farnell,2066365,0,1,,GBP,9.95000,9.56000,,,9.23000,,,,,,,,,,,
RFMD,2066365,,element14 APAC,2066365,0,1,Bulk,SGD,23.67000,22.74000,,,21.97000,,,,,,,,,,,
RFMD,NBB-400,,Express Electronics,NBB-400,200,,,,,,,,,,,,,,,,,,,
RFMD,NBB-400,,EarthTron,NBB-400,106,,,,,,,,,,,,,,,,,,,
RFMD,NBB-400,,Cyclops Electronics,NBB-400,200,,,,,,,,,,,,,,,,,,,
RFMD,NBB-400,,4 Star Electronics,NBB-400,5,,,,,,,,,,,,,,,,,,,
RFMD,RF2103P,,Freelance Electronics,RF2103P,20,,,USD,4.38000,,,,,,,,,,,,,,,
RFMD,RF2103P,,4 Star Electronics,RF2103P,3,,,,,,,,,,,,,,,,,,,
RFMD,RF2103P,,Component Electronics,RF2103P,5,,,,,,,,,,,,,,,,,,,
RFMD,RF2172TR7,,4 Star Electronics,RF2172TR7,271,,,,,,,,,,,,,,,,,,,
RFMD,RF2173-ND,,Digi-Key,RF2173-ND,0,25,Tray,USD,,,8.46640,,,,,,,,,,,,,
RFMD,RF2367TR7,,Quest,RF2367TR7,1715,,,USD,2.80000,,,,,,,,,,,,,,,
RFMD,RF2423,,Quest,RF2423,2256,,,,,,,,,,,,,,,,,,,
RFMD,RF2420,,Quest,RF2420,28,,,,,,,,,,,,,,,,,,,
RFMD,16997223,,PriceLynx,16997223,2,,,,,,,,,,,,,,,,,,,
RFMD,RF2420,,Harry Krantz,RF2420,35,,,,,,,,,,,,,,,,,,,
RFMD,RF2413,,Quest,RF2413,1,,,,,,,,,,,,,,,,,,,
RFMD,RF2436,,Quest,RF2436,8,,,USD,3.60000,,,,,,,,,,,,,,,
RFMD,RF2436,,Freedom EMG,RF2436,82,,,,,,,,,,,,,,,,,,,
RFMD,RF2480-ND,,Digi-Key,RF2480-ND,0,25,Bulk,USD,,,9.86040,,,,,,,,,,,,,
RFMD,RF2483,,Verical,RF2483,75,,,USD,,,,,,,,,,,,,,,,
RFMD,RF2483,,4 Star Electronics,RF2483,28,,,,,,,,,,,,,,,,,,,
RFMD,RF2701,,SIE,RF2701,440,,,,,,,,,,,,,,,,,,,
RFMD,RF2627,,Express Electronics,RF2627,100,,,,,,,,,,,,,,,,,,,
RFMD,RF2627,,Cyclops Electronics,RF2627,100,,,,,,,,,,,,,,,,,,,
RFMD,RF3105,,Quest,RF3105,40,,,USD,12.00000,,,,,,,,,,,,,,,
RFMD,RF3100-2,,Quest,RF3100-2,2509,,,USD,4.50000,,,,,,,,,,,,,,,
RFMD,RF3000,,Component Electronics,RF3000,16,,,,,,,,,,,,,,,,,,,
RFMD,RF3000,,Component Sense,RF3000,998,,,,,,,,,,,,,,,,,,,
RFMD,RF3166,,Quest,RF3166,5,,,,,,,,,,,,,,,,,,,
RFMD,RF3166,,Eurotronik,RF3166,628,,,,,,,,,,,,,,,,,,,
RFMD,RF5187,,Quest,RF5187,86,,,USD,10.53000,,,,,,,,,,,,,,,
RFMD,RF60002,,NetSource Technology,RF60002,490,,,,,,,,,,,,,,,,,,,
RFMD,RF9986,,4 Star Electronics,RF9986,64,,,,,,,,,,,,,,,,,,,
RFMD,RF9234TR13,,Express Electronics,RF9234TR13,4992,,,,,,,,,,,,,,,,,,,
RFMD,RF9234TR13,,Cyclops Electronics,RF9234TR13,2500,,,,,,,,,,,,,,,,,,,
RFMD,RF2611,,LittleDiode,RF2611,0,,,,,,,,,,,,,,,,,,,
RFMD,RF2132,,Angenic,RF2132,4,,,,,,,,,,,,,,,,,,,
RFMD,RF2132,,EDX,RF2132,92,,,,,,,,,,,,,,,,,,,
RFMD,RF2132,,4 Star Electronics,RF2132,75,,,,,,,,,,,,,,,,,,,
RFMD,RF2498TR13,,Quest,RF2498TR13,2500,,,USD,3.00000,,,,,,,,,,,,,,,
RFMD,RF5110G-ND,,Digi-Key,RF5110G-ND,0,25,Bulk,USD,,,9.98360,,,,,,,,,,,,,
RFMD,2066375,,element14 APAC,2066375,7,1,Bulk,SGD,51.11000,44.65000,,,37.02000,33.31000,,,,,,,,,,
RFMD,2066375,,Farnell,2066375,0,1,,GBP,21.48000,18.77000,,,15.56000,14.00000,,,,,,,,,,
RFMD,RF2472TR7,,Express Electronics,RF2472TR7,1938,,,,,,,,,,,,,,,,,,,
RFMD,RF2472TR7,,Cyclops Electronics,RF2472TR7,1938,,,,,,,,,,,,,,,,,,,
RFMD,RF2461,,4 Star Electronics,RF2461,467,,,,,,,,,,,,,,,,,,,
RFMD,RF3133SR,,NetSource Technology,RF3133SR,420,,,,,,,,,,,,,,,,,,,
RFMD,RF2667TR13,,Eurotronik,RF2667TR13,2500,,,,,,,,,,,,,,,,,,,
RFMD,RF2422,,Quest,RF2422,556,,,USD,12.00000,,,,,,,,,,,,,,,
RFMD,RF2422,,SIE,RF2422,86,,,,,,,,,,,,,,,,,,,
RFMD,RF2422,,EarthTron,RF2422,100,,,,,,,,,,,,,,,,,,,
RFMD,599-1071-1-ND,,Digi-Key,599-1071-1-ND,2901,1,Cut Tape,USD,5.73000,5.13100,4.61440,,4.19660,,3.79880,3.40104,2.86403,,,,,,,
RFMD,599-1071-2-ND,,Digi-Key,599-1071-2-ND,0,3000,Tape & Reel,USD,,,,,,,,,,,2.64525,,,,,
RFMD,599-1071-6-ND,,Digi-Key,599-1071-6-ND,0,1,Custom Reel,USD,5.73000,5.13100,4.61440,,4.19660,,3.79880,3.40104,2.86403,,,,,,,
RFMD,RF3178SR,,Quest,RF3178SR,139,,,USD,20.00000,,,,,,,,,,,,,,,
RFMD,CGA6618Z,,Cyclops Electronics,CGA6618Z,2000,,,,,,,,,,,,,,,,,,,
RFMD,RF3861SR-ND,,Digi-Key,RF3861SR-ND,0,100,Tube,USD,,,,,4.81750,,,,,,,,,,,
RFMD,689-1000-6-ND,,Digi-Key,689-1000-6-ND,2604,1,Custom Reel,USD,11.76000,10.57900,9.62160,,8.70960,,7.98000,7.29600,,,,,,,,
RFMD,689-1000-1-ND,,Digi-Key,689-1000-1-ND,2604,1,Cut Tape,USD,11.76000,10.57900,9.62160,,8.70960,,7.98000,7.29600,,,,,,,,
RFMD,689-1000-2-ND,,Digi-Key,689-1000-2-ND,2000,1000,Tape & Reel,USD,,,,,,,,,6.15600,5.92800,,,5.70000,5.60880,,
RFMD,NBB-300-T1,,EarthTron,NBB-300-T1,137,,,,,,,,,,,,,,,,,,,
RFMD,RF2044A-ND,,Digi-Key,RF2044A-ND,0,25,Tray,USD,,,10.00400,,,,,,,,,,,,,
RFMD,RF2044A,,LittleDiode,RF2044A,0,,,,,,,,,,,,,,,,,,,
RFMD,689-1064-6-ND,,Digi-Key,689-1064-6-ND,0,1,Custom Reel,USD,1.75000,1.58400,1.41920,,1.27600,,1.13300,0.99000,,,,,,,,
RFMD,689-1064-1-ND,,Digi-Key,689-1064-1-ND,0,1,Cut Tape,USD,1.75000,1.58400,1.41920,,1.27600,,1.13300,0.99000,,,,,,,,
RFMD,689-1064-2-ND,,Digi-Key,689-1064-2-ND,0,1000,Tape & Reel,USD,,,,,,,,,0.79750,0.74250,,,0.71500,0.68750,0.66000,
RFMD,689-1065-6-ND,,Digi-Key,689-1065-6-ND,0,1,Custom Reel,USD,2.42000,2.18900,1.96080,,1.76320,,1.56560,1.36800,,,,,,,,
RFMD,689-1065-2-ND,,Digi-Key,689-1065-2-ND,0,1000,Tape & Reel,USD,,,,,,,,,1.10200,1.02600,,,0.98800,0.95000,0.91200,
RFMD,689-1065-1-ND,,Digi-Key,689-1065-1-ND,0,1,Cut Tape,USD,2.42000,2.18900,1.96080,,1.76320,,1.56560,1.36800,,,,,,,,
RFMD,RF2480SR-ND,,Digi-Key,RF2480SR-ND,0,100,Tube,USD,,,,,8.06600,,,,,,,,,,,
RFMD,VCO190-1900TY-ND,,Digi-Key,VCO190-1900TY-ND,0,25,Bulk,USD,,,24.48000,,,,,,,,,,,,,
RFMD,689-1004-1-ND,,Digi-Key,689-1004-1-ND,7104,1,Cut Tape,USD,3.14000,2.81200,2.52880,,2.29990,,2.08192,1.86390,,,,,,,,
RFMD,689-1004-2-ND,,Digi-Key,689-1004-2-ND,6000,1000,Tape & Reel,USD,,,,,,,,,1.52600,1.44970,,,1.39520,1.35160,,
RFMD,689-1066-6-ND,,Digi-Key,689-1066-6-ND,0,1,Custom Reel,USD,1.91000,1.72800,1.54800,,1.39200,,1.23600,1.08000,,,,,,,,
RFMD,689-1066-2-ND,,Digi-Key,689-1066-2-ND,0,1000,Tape & Reel,USD,,,,,,,,,0.87000,0.81000,,,0.78000,0.75000,0.72000,
RFMD,689-1066-1-ND,,Digi-Key,689-1066-1-ND,0,1,Cut Tape,USD,1.91000,1.72800,1.54800,,1.39200,,1.23600,1.08000,,,,,,,,
RFMD,689-1101-1-ND,,Digi-Key,689-1101-1-ND,16323,1,Cut Tape,USD,3.00000,2.70700,2.42520,,2.18080,,1.93640,1.69200,1.40060,,,,,,,
RFMD,689-1101-6-ND,,Digi-Key,689-1101-6-ND,16323,1,Custom Reel,USD,3.00000,2.70700,2.42520,,2.18080,,1.93640,1.69200,1.40060,,,,,,,
RFMD,689-1101-2-ND,,Digi-Key,689-1101-2-ND,15000,3000,Tape & Reel,USD,,,,,,,,,,,1.26900,,,,,
RFMD,SPF-5043Z,,EarthTron,SPF-5043Z,3000,,,,,,,,,,,,,,,,,,,
RFMD,689-1070-2-ND,,Digi-Key,689-1070-2-ND,0,100,Tape & Reel,USD,,,,,74.97900,,,,,,,,,,,
RFMD,689-1070-6-ND,,Digi-Key,689-1070-6-ND,0,1,,USD,91.64000,,80.53320,,,,,,,,,,,,,
RFMD,689-1068-6-ND,,Digi-Key,689-1068-6-ND,564,1,Custom Reel,USD,3.31000,2.96700,2.66800,,2.42650,,2.19652,,,,,,,,,
RFMD,689-1068-1-ND,,Digi-Key,689-1068-1-ND,564,1,Cut Tape,USD,3.31000,2.96700,2.66800,,2.42650,,2.19652,,,,,,,,,
RFMD,689-1068-2-ND,,Digi-Key,689-1068-2-ND,0,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1088-1-ND,,Digi-Key,689-1088-1-ND,0,1,Cut Tape,USD,6.91000,6.19200,5.56800,,5.06400,,4.58400,,,,,,,,,
RFMD,689-1088-2-ND,,Digi-Key,689-1088-2-ND,0,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1088-6-ND,,Digi-Key,689-1088-6-ND,0,1,Custom Reel,USD,6.91000,6.19200,5.56800,,5.06400,,4.58400,,,,,,,,,
RFMD,689-1072-6-ND,,Digi-Key,689-1072-6-ND,0,1,Custom Reel,USD,54.40000,50.69400,46.99200,,,,,,,,,,,,,
RFMD,689-1072-1-ND,,Digi-Key,689-1072-1-ND,0,1,Cut Tape,USD,54.40000,50.69400,46.99200,,,,,,,,,,,,,
RFMD,689-1072-2-ND,,Digi-Key,689-1072-2-ND,0,100,Tape & Reel,USD,,,,,42.72000,,,,,,,,,,,
RFMD,689-1074-1-ND,,Digi-Key,689-1074-1-ND,0,1,Cut Tape,USD,47.90000,44.64200,41.38200,,,,,,,,,,,,,
RFMD,689-1074-6-ND,,Digi-Key,689-1074-6-ND,0,1,Custom Reel,USD,47.90000,44.64200,41.38200,,,,,,,,,,,,,
RFMD,689-1074-2-ND,,Digi-Key,689-1074-2-ND,0,100,Tape & Reel,USD,,,,,37.62000,,,33.35640,32.10240,,,,30.09600,,,
RFMD,689-1077-1-ND,,Digi-Key,689-1077-1-ND,1766,1,Cut Tape,USD,7.95000,7.14600,6.49880,,5.88280,,5.39000,,,,,,,,,
RFMD,689-1077-6-ND,,Digi-Key,689-1077-6-ND,1766,1,Custom Reel,USD,7.95000,7.14600,6.49880,,5.88280,,5.39000,,,,,,,,,
RFMD,689-1077-2-ND,,Digi-Key,689-1077-2-ND,1500,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1089-6-ND,,Digi-Key,689-1089-6-ND,0,1,Custom Reel,USD,8.88000,7.98800,7.27760,,6.56750,,6.03500,,,,,,,,,
RFMD,689-1089-2-ND,,Digi-Key,689-1089-2-ND,0,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1089-1-ND,,Digi-Key,689-1089-1-ND,0,1,Cut Tape,USD,8.88000,7.98800,7.27760,,6.56750,,6.03500,,,,,,,,,
RFMD,689-1067-6-ND,,Digi-Key,689-1067-6-ND,0,1,Custom Reel,USD,1.75000,1.58400,1.41920,,1.27600,,1.13300,0.99000,,,,,,,,
RFMD,689-1067-1-ND,,Digi-Key,689-1067-1-ND,0,1,Cut Tape,USD,1.75000,1.58400,1.41920,,1.27600,,1.13300,0.99000,,,,,,,,
RFMD,689-1067-2-ND,,Digi-Key,689-1067-2-ND,0,1000,Tape & Reel,USD,,,,,,,,,0.79750,0.74250,,,0.71500,0.68750,0.66000,
RFMD,NBB-500-T1-ND,,Digi-Key,NBB-500-T1-ND,1000,1000,Tape & Reel,USD,,,,,,,,,5.67000,5.46000,,,5.25000,5.16600,,
RFMD,689-1090-1-ND,,Digi-Key,689-1090-1-ND,3731,1,Cut Tape,USD,1.77000,1.56300,1.41120,,1.23480,,1.08292,0.96040,0.75950,,,,,,,
RFMD,689-1090-6-ND,,Digi-Key,689-1090-6-ND,3731,1,Custom Reel,USD,1.77000,1.56300,1.41120,,1.23480,,1.08292,0.96040,0.75950,,,,,,,
RFMD,689-1090-2-ND,,Digi-Key,689-1090-2-ND,2500,2500,Tape & Reel,USD,,,,,,,,,,,,,0.65170,,,
RFMD,689-1069-1-ND,,Digi-Key,689-1069-1-ND,10534,1,Cut Tape,USD,4.72000,4.23100,3.80480,,3.46040,,3.13240,2.80440,2.36160,,,,,,,
RFMD,689-1069-6-ND,,Digi-Key,689-1069-6-ND,10534,1,Custom Reel,USD,4.72000,4.23100,3.80480,,3.46040,,3.13240,2.80440,2.36160,,,,,,,
RFMD,689-1069-2-ND,,Digi-Key,689-1069-2-ND,9000,3000,Tape & Reel,USD,,,,,,,,,,,2.18120,,,,,
RFMD,SPF-5122Z,,EarthTron,SPF-5122Z,1374,,,,,,,,,,,,,,,,,,,
RFMD,689-1075-6-ND,,Digi-Key,689-1075-6-ND,0,1,,USD,5.97000,,4.87560,,4.37800,,3.98000,,,,,,,,,
RFMD,689-1075-2-ND,,Digi-Key,689-1075-2-ND,0,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1095-2-ND,,Digi-Key,689-1095-2-ND,0,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1095-1-ND,,Digi-Key,689-1095-1-ND,0,1,Cut Tape,USD,9.58000,8.61800,7.85160,,7.08550,,6.51100,,,,,,,,,
RFMD,689-1095-6-ND,,Digi-Key,689-1095-6-ND,0,1,Custom Reel,USD,9.58000,8.61800,7.85160,,7.08550,,6.51100,,,,,,,,,
RFMD,689-1094-1-ND,,Digi-Key,689-1094-1-ND,2484,1,Cut Tape,USD,0.99000,0.86600,0.76560,,0.66720,,0.58080,0.49440,0.39600,,,,,,,
RFMD,689-1094-6-ND,,Digi-Key,689-1094-6-ND,2484,1,Custom Reel,USD,0.99000,0.86600,0.76560,,0.66720,,0.58080,0.49440,0.39600,,,,,,,
RFMD,689-1094-2-ND,,Digi-Key,689-1094-2-ND,0,2500,Tape & Reel,USD,,,,,,,,,,,,,0.32400,,,
RFMD,689-1093-1-ND,,Digi-Key,689-1093-1-ND,0,1,Cut Tape,USD,3.48000,3.12200,2.80720,,2.55310,,2.31108,2.06910,,,,,,,,
RFMD,689-1093-2-ND,,Digi-Key,689-1093-2-ND,0,1000,Tape & Reel,USD,,,,,,,,,1.69400,1.60930,,,1.54880,1.50040,,
RFMD,689-1093-6-ND,,Digi-Key,689-1093-6-ND,0,1,Custom Reel,USD,3.48000,3.12200,2.80720,,2.55310,,2.31108,2.06910,,,,,,,,
RFMD,689-1078-6-ND,,Digi-Key,689-1078-6-ND,0,1,,USD,91.64000,,80.53320,,,,,,,,,,,,,
RFMD,689-1078-2-ND,,Digi-Key,689-1078-2-ND,0,100,Tape & Reel,USD,,,,,74.97900,,,,,,,,,,,
RFMD,689-1076-2-ND,,Digi-Key,689-1076-2-ND,0,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1076-1-ND,,Digi-Key,689-1076-1-ND,0,1,Cut Tape,USD,3.31000,2.96700,,2.66800,2.42650,,2.19652,1.96650,,,,,,,,
RFMD,689-1076-6-ND,,Digi-Key,689-1076-6-ND,0,1,Custom Reel,USD,3.31000,2.96700,,2.66800,2.42650,,2.19652,1.96650,,,,,,,,
RFMD,689-1071-6-ND,,Digi-Key,689-1071-6-ND,0,1,,USD,91.64000,,80.53320,,,,,,,,,,,,,
RFMD,689-1071-2-ND,,Digi-Key,689-1071-2-ND,0,100,Tape & Reel,USD,,,,,74.97900,,,,,,,,,,,
RFMD,689-1073-1-ND,,Digi-Key,689-1073-1-ND,10672,1,Cut Tape,USD,3.80000,3.40600,3.06240,,2.78520,,2.52120,2.25720,1.90080,,,,,,,
RFMD,689-1073-6-ND,,Digi-Key,689-1073-6-ND,10672,1,Custom Reel,USD,3.80000,3.40600,3.06240,,2.78520,,2.52120,2.25720,1.90080,,,,,,,
RFMD,689-1073-2-ND,,Digi-Key,689-1073-2-ND,10000,2500,Tape & Reel,USD,,,,,,,,,,,,,1.68960,,,
RFMD,SPF5043ZSQ-ND,,Digi-Key,SPF5043ZSQ-ND,0,25,Tube,USD,,,2.30000,,,,,,,,,,,,,
RFMD,689-1083-6-ND,,Digi-Key,689-1083-6-ND,1011,1,Custom Reel,USD,14.94000,13.55500,12.56800,,11.51500,,10.52800,,,,,,,,,
RFMD,689-1083-1-ND,,Digi-Key,689-1083-1-ND,1011,1,Cut Tape,USD,14.94000,13.55500,12.56800,,11.51500,,10.52800,,,,,,,,,
RFMD,689-1083-2-ND,,Digi-Key,689-1083-2-ND,750,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1087-6-ND,,Digi-Key,689-1087-6-ND,1600,1,Custom Reel,USD,1.77000,1.56300,1.41120,,1.23480,,1.08292,0.96040,0.75950,,,,,,,
RFMD,689-1087-1-ND,,Digi-Key,689-1087-1-ND,1600,1,Cut Tape,USD,1.77000,1.56300,1.41120,,1.23480,,1.08292,0.96040,0.75950,,,,,,,
RFMD,689-1087-2-ND,,Digi-Key,689-1087-2-ND,0,2500,Tape & Reel,USD,,,,,,,,,,,,,0.65170,,,
RFMD,689-1084-6-ND,,Digi-Key,689-1084-6-ND,0,1,Custom Reel,USD,5.30000,4.74700,4.26880,,3.88240,,3.51440,3.14640,2.64960,,,,,,,
RFMD,689-1084-2-ND,,Digi-Key,689-1084-2-ND,0,2500,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1084-1-ND,,Digi-Key,689-1084-1-ND,0,1,Cut Tape,USD,5.30000,4.74700,4.26880,,3.88240,,3.51440,3.14640,2.64960,,,,,,,
RFMD,689-1079-6-ND,,Digi-Key,689-1079-6-ND,6158,1,Custom Reel,USD,4.09000,3.66400,3.29440,,2.99620,,2.71220,2.42820,2.04480,,,,,,,
RFMD,689-1079-1-ND,,Digi-Key,689-1079-1-ND,6158,1,Cut Tape,USD,4.09000,3.66400,3.29440,,2.99620,,2.71220,2.42820,2.04480,,,,,,,
RFMD,689-1079-2-ND,,Digi-Key,689-1079-2-ND,5000,2500,Tape & Reel,USD,,,,,,,,,,,,,1.81760,,,
RFMD,689-1097-1-ND,,Digi-Key,689-1097-1-ND,3707,1,Cut Tape,USD,0.99000,0.86600,0.76560,,0.66720,,0.58080,0.49440,0.39600,,,,,,,
RFMD,689-1097-6-ND,,Digi-Key,689-1097-6-ND,3707,1,Custom Reel,USD,0.99000,0.86600,0.76560,,0.66720,,0.58080,0.49440,0.39600,,,,,,,
RFMD,689-1097-2-ND,,Digi-Key,689-1097-2-ND,0,2500,Tape & Reel,USD,,,,,,,,,,,,,0.32400,,,
RFMD,689-1091-1-ND,,Digi-Key,689-1091-1-ND,4286,1,Cut Tape,USD,8.36000,7.51700,6.83640,,6.18840,,5.67000,,,,,,,,,
RFMD,689-1091-6-ND,,Digi-Key,689-1091-6-ND,4286,1,Custom Reel,USD,8.36000,7.51700,6.83640,,6.18840,,5.67000,,,,,,,,,
RFMD,689-1091-2-ND,,Digi-Key,689-1091-2-ND,3750,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,RF6886TR7,,Component Electronics,RF6886TR7,3,,,,,,,,,,,,,,,,,,,
RFMD,689-1070-ND,,Digi-Key,689-1070-ND,0,25,Bulk,USD,,,101.88760,,,,,,,,,,,,,
RFMD,SF2994-6605,,Quest,SF2994-6605,49,,,USD,19.50000,,,,,,,,,,,,,,,
RFMD,689-1080-6-ND,,Digi-Key,689-1080-6-ND,665,1,Custom Reel,USD,15.73000,14.27600,13.23640,,12.12750,,11.08800,,,,,,,,,
RFMD,689-1080-1-ND,,Digi-Key,689-1080-1-ND,665,1,Cut Tape,USD,15.73000,14.27600,13.23640,,12.12750,,11.08800,,,,,,,,,
RFMD,689-1080-2-ND,,Digi-Key,689-1080-2-ND,0,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
RFMD,689-1082-2-ND,,Digi-Key,689-1082-2-ND,0,750,Tape & Reel,USD,,,,,,,,,,,,,,,,
